c,L,instance,realization,payoff
0.1,0,4,0,361.8397019731399
0.1,0,4,1,339.9452496353746
0.1,0,4,2,358.63908342434513
0.1,0,4,3,354.4789563099422
0.1,0,4,4,362.888524819033
0.1,0,4,5,330.0119180708499
0.1,0,4,6,354.8463388186947
0.1,0,4,7,354.2211098213339
0.1,0,4,8,338.168785774291
0.1,0,4,9,346.53334780734076
0.1,0,4,10,350.46927906823964
0.1,0,4,11,347.4296203419525
0.1,0,4,12,349.6553308759604
0.1,0,4,13,357.2072118466873
0.1,0,4,14,345.3939451937865
0.1,0,4,15,348.2480793421141
0.1,0,4,16,345.48663924366826
0.1,0,4,17,356.2914092211853
0.1,0,4,18,347.3751014305634
0.1,0,4,19,347.3789267001123
0.1,0,4,20,338.8248412471745
0.1,0,4,21,346.0492158387693
0.1,0,4,22,352.6754624593066
0.1,0,4,23,353.40500035989373
0.1,0,4,24,345.9067567802864
0.1,0,4,25,350.965778194584
0.1,0,4,26,351.40398481160094
0.1,0,4,27,357.20494889952124
0.1,0,4,28,354.48894098615676
0.1,0,4,29,348.9413464476726
0.1,2,4,0,366.58159459495664
0.1,2,4,1,344.7452164307035
0.1,2,4,2,363.3024779583237
0.1,2,4,3,358.93747555452387
0.1,2,4,4,366.80332329572695
0.1,2,4,5,335.3234825902863
0.1,2,4,6,359.4267159233066
0.1,2,4,7,358.60914344028834
0.1,2,4,8,342.9471036775418
0.1,2,4,9,351.7650402484703
0.1,2,4,10,355.7877859763113
0.1,2,4,11,351.71111475951284
0.1,2,4,12,353.8468744403366
0.1,2,4,13,362.43718194480573
0.1,2,4,14,351.2370874495051
0.1,2,4,15,353.19962146562614
0.1,2,4,16,351.0384008898443
0.1,2,4,17,360.8391086694494
0.1,2,4,18,351.9777515786267
0.1,2,4,19,351.269951397383
0.1,2,4,20,344.5799634292872
0.1,2,4,21,350.70389206404536
0.1,2,4,22,356.6890240184249
0.1,2,4,23,357.92783029385043
0.1,2,4,24,351.7664571652192
0.1,2,4,25,355.7114413757412
0.1,2,4,26,355.0526712807208
0.1,2,4,27,362.13382255900325
0.1,2,4,28,359.7394457211435
0.1,2,4,29,353.3783868265283
0.1,4,4,0,366.90602033710576
0.1,4,4,1,345.0593512081607
0.1,4,4,2,363.2269037004728
0.1,4,4,3,359.061901296673
0.1,4,4,4,366.92774903787597
0.1,4,4,5,335.64790833243535
0.1,4,4,6,359.6484853123331
0.1,4,4,7,358.73356918243746
0.1,4,4,8,343.0715294196908
0.1,4,4,9,351.88946599061944
0.1,4,4,10,356.11221171846034
0.1,4,4,11,352.0355405016619
0.1,4,4,12,354.17130018248565
0.1,4,4,13,362.3616076869548
0.1,4,4,14,351.2808257227316
0.1,4,4,15,353.32404720777527
0.1,4,4,16,351.1628266319933
0.1,4,4,17,361.0751266896939
0.1,4,4,18,352.30217732077574
0.1,4,4,19,351.39437713953214
0.1,4,4,20,344.75292391502956
0.1,4,4,21,350.62831780619445
0.1,4,4,22,357.01344976057396
0.1,4,4,23,358.05225603599956
0.1,4,4,24,351.89088290736834
0.1,4,4,25,355.8358671178903
0.1,4,4,26,355.1770970228698
0.1,4,4,27,362.2582483011523
0.1,4,4,28,359.8638714632925
0.1,4,4,29,353.5028125686773
0.1,6,4,0,366.90602033710576
0.1,6,4,1,345.0593512081607
0.1,6,4,2,363.2269037004728
0.1,6,4,3,359.061901296673
0.1,6,4,4,366.92774903787597
0.1,6,4,5,335.64790833243535
0.1,6,4,6,359.6484853123331
0.1,6,4,7,358.73356918243746
0.1,6,4,8,343.0715294196908
0.1,6,4,9,351.88946599061944
0.1,6,4,10,356.11221171846034
0.1,6,4,11,352.0355405016619
0.1,6,4,12,354.17130018248565
0.1,6,4,13,362.3616076869548
0.1,6,4,14,351.2808257227316
0.1,6,4,15,353.32404720777527
0.1,6,4,16,351.1628266319933
0.1,6,4,17,361.0751266896939
0.1,6,4,18,352.30217732077574
0.1,6,4,19,351.39437713953214
0.1,6,4,20,344.75292391502956
0.1,6,4,21,350.62831780619445
0.1,6,4,22,357.01344976057396
0.1,6,4,23,358.05225603599956
0.1,6,4,24,351.89088290736834
0.1,6,4,25,355.8358671178903
0.1,6,4,26,355.1770970228698
0.1,6,4,27,362.2582483011523
0.1,6,4,28,359.8638714632925
0.1,6,4,29,353.5028125686773
0.1,12,4,0,366.90602033710576
0.1,12,4,1,345.0593512081607
0.1,12,4,2,363.2269037004728
0.1,12,4,3,359.061901296673
0.1,12,4,4,366.92774903787597
0.1,12,4,5,335.64790833243535
0.1,12,4,6,359.6484853123331
0.1,12,4,7,358.73356918243746
0.1,12,4,8,343.0715294196908
0.1,12,4,9,351.88946599061944
0.1,12,4,10,356.11221171846034
0.1,12,4,11,352.0355405016619
0.1,12,4,12,354.17130018248565
0.1,12,4,13,362.3616076869548
0.1,12,4,14,351.2808257227316
0.1,12,4,15,353.32404720777527
0.1,12,4,16,351.1628266319933
0.1,12,4,17,361.0751266896939
0.1,12,4,18,352.30217732077574
0.1,12,4,19,351.39437713953214
0.1,12,4,20,344.75292391502956
0.1,12,4,21,350.62831780619445
0.1,12,4,22,357.01344976057396
0.1,12,4,23,358.05225603599956
0.1,12,4,24,351.89088290736834
0.1,12,4,25,355.8358671178903
0.1,12,4,26,355.1770970228698
0.1,12,4,27,362.2582483011523
0.1,12,4,28,359.8638714632925
0.1,12,4,29,353.5028125686773
0.2,0,4,0,473.44377752204696
0.2,0,4,1,450.7260453231463
0.2,0,4,2,469.7231165369888
0.2,0,4,3,465.15183392703693
0.2,0,4,4,474.68473171893174
0.2,0,4,5,441.2862432467118
0.2,0,4,6,464.49216729366196
0.2,0,4,7,465.1363229002969
0.2,0,4,8,448.61288346702713
0.2,0,4,9,457.5961203890247
0.2,0,4,10,461.2931850620616
0.2,0,4,11,458.52215539783595
0.2,0,4,12,458.40463640552287
0.2,0,4,13,468.3961556848675
0.2,0,4,14,454.9959740505001
0.2,0,4,15,458.7008044613392
0.2,0,4,16,456.8004959679527
0.2,0,4,17,466.95753491531883
0.2,0,4,18,456.57495516395375
0.2,0,4,19,458.53833977491735
0.2,0,4,20,447.9121826991893
0.2,0,4,21,457.2340008227309
0.2,0,4,22,464.4552487485047
0.2,0,4,23,462.45861654485975
0.2,0,4,24,457.55554838693627
0.2,0,4,25,461.48771958173404
0.2,0,4,26,462.8985186986796
0.2,0,4,27,466.571916271273
0.2,0,4,28,464.7626918381477
0.2,0,4,29,460.97003702499825
0.2,2,4,0,489.13545868557026
0.2,2,4,1,467.6600399829647
0.2,2,4,2,482.932175794048
0.2,2,4,3,479.1257936551293
0.2,2,4,4,488.15768544534353
0.2,2,4,5,457.69772709772326
0.2,2,4,6,478.6893435674043
0.2,2,4,7,479.9970808652281
0.2,2,4,8,462.4866565389234
0.2,2,4,9,473.3817905483345
0.2,2,4,10,473.1573719479105
0.2,2,4,11,469.9692268598835
0.2,2,4,12,473.5870358109885
0.2,2,4,13,485.1923586787085
0.2,2,4,14,474.38451281831135
0.2,2,4,15,475.2282573232585
0.2,2,4,16,474.1817941308244
0.2,2,4,17,480.03455403192913
0.2,2,4,18,470.45519072425657
0.2,2,4,19,470.5601359515024
0.2,2,4,20,464.23686693220134
0.2,2,4,21,471.23979471919256
0.2,2,4,22,477.10783853850376
0.2,2,4,23,479.21150047064816
0.2,2,4,24,474.32439039046324
0.2,2,4,25,475.55822757392843
0.2,2,4,26,477.9609874339659
0.2,2,4,27,480.44204418217817
0.2,2,4,28,481.0462682169168
0.2,2,4,29,475.7864111864178
0.2,4,4,0,492.4428349866029
0.2,4,4,1,471.29300552120577
0.2,4,4,2,485.4109238356642
0.2,4,4,3,481.6589024436068
0.2,4,4,4,489.62007293647946
0.2,4,4,5,461.43912414110633
0.2,4,4,6,482.03570888466845
0.2,4,4,7,484.1081939595955
0.2,4,4,8,466.1162663460641
0.2,4,4,9,475.8885236169544
0.2,4,4,10,476.3517158058748
0.2,4,4,11,473.84642914443515
0.2,4,4,12,477.11894722334176
0.2,4,4,13,487.34042107043865
0.2,4,4,14,477.30777782255547
0.2,4,4,15,477.55987258831846
0.2,4,4,16,478.33627210401323
0.2,4,4,17,483.6896749716755
0.2,4,4,18,474.2294439891299
0.2,4,4,19,472.97651590017904
0.2,4,4,20,468.21706697111955
0.2,4,4,21,474.48187584038925
0.2,4,4,22,479.1707425961055
0.2,4,4,23,483.2019070930738
0.2,4,4,24,476.1543176551847
0.2,4,4,25,478.59274880317224
0.2,4,4,26,481.38026387260436
0.2,4,4,27,484.8460870780777
0.2,4,4,28,484.50905660208394
0.2,4,4,29,478.8790851925355
0.2,6,4,0,492.87350143429455
0.2,6,4,1,471.9941070476025
0.2,6,4,2,485.92762888537084
0.2,6,4,3,482.133926066541
0.2,6,4,4,489.6950965594136
0.2,6,4,5,461.51414776404056
0.2,6,4,6,482.1107325076026
0.2,6,4,7,484.58321758252964
0.2,6,4,8,466.9912899689982
0.2,6,4,9,476.2959286355365
0.2,6,4,10,477.2223403198698
0.2,6,4,11,474.5932767674652
